city_name,magnitude_of_delay,delay_in_seconds,affected_roads,record_date,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_precipitation,avg_rain,accidents
Braga,UNDEFINED,0,"CM1348,CM1348",2019-07-14 05:00,LIGHT,18.0,1015.0,93.0,1.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-01 01:00,DARK,17.0,1018.0,82.0,1.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-30 10:00,LIGHT,21.0,1019.0,82.0,6.0,0.0,Sem Chuva,Low
Braga,MAJOR,272,",",2019-05-07 05:00,LOW_LIGHT,13.0,1016.0,93.0,5.0,0.0,Sem Chuva,None
Braga,MAJOR,1038,"N101,N101,N101,",2019-01-20 16:00,LIGHT,13.0,1020.0,76.0,8.0,0.0,Sem Chuva,Medium
Braga,MODERATE,7294,"N101,N14,N14,N103,N103,N14,N101,N101,N201,N14,N101,N101,N101,N101,N103,N103,N101,N101,N101,N101,N101,N103",2019-12-17 15:00,LIGHT,10.0,1009.0,71.0,4.0,0.0,Sem Chuva,Very_High
Braga,MAJOR,1599,"CM1348,N101,N201,CM1348,N201,N103,CM1348",2019-11-16 17:00,DARK,9.0,1018.0,71.0,3.0,0.0,Sem Chuva,High
Braga,UNDEFINED,861,"N14,CM1348,N14,CM1348,CM1348,",2019-07-04 11:00,LIGHT,23.0,1015.0,73.0,5.0,0.0,Sem Chuva,High
Braga,UNDEFINED,174,"CM1348,CM1348",2019-11-18 00:00,DARK,7.0,1016.0,93.0,0.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-20 10:00,LIGHT,18.0,1017.0,88.0,2.0,0.0,Sem Chuva,Low
Braga,MAJOR,341,N101,2019-04-11 10:00,LIGHT,12.0,1022.0,72.0,1.0,0.0,Sem Chuva,None
Braga,MAJOR,0,",",2019-12-22 00:00,DARK,12.0,1014.0,87.0,3.0,0.0,aguaceiros fracos,Low
Braga,UNDEFINED,0,",",2019-02-07 22:00,DARK,8.0,1025.0,100.0,1.0,0.0,Sem Chuva,None
Braga,UNDEFINED,370,"N101,CM1348,N101,CM1348,",2019-05-19 21:00,DARK,12.0,1015.0,76.0,3.0,0.0,Sem Chuva,Medium
Braga,MODERATE,2097,"N14,CM1348,N14,CM1348,N14,A11,A11,N103,N14,N14,CM1348",2019-11-11 14:00,LIGHT,14.0,1019.0,77.0,5.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-28 03:00,DARK,16.0,1017.0,100.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-31 00:00,DARK,16.0,1023.0,100.0,1.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-12 20:00,DARK,22.0,1023.0,56.0,4.0,0.0,Sem Chuva,None
Braga,MINOR,77,",",2019-05-05 18:00,LIGHT,19.0,1017.0,87.0,4.0,0.0,Sem Chuva,None
Braga,MAJOR,1713,"N101,N103,N103,N101,N103,N101",2019-12-15 11:00,LIGHT,11.0,1010.0,100.0,3.0,0.0,chuva forte,Medium
Braga,UNDEFINED,80,"CM1348,CM1348,",2019-07-19 12:00,LIGHT,28.0,1015.0,77.0,4.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-18 22:00,DARK,14.0,1013.0,93.0,5.0,0.0,aguaceiros fracos,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-10 02:00,DARK,16.0,1020.0,100.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-08 10:00,LIGHT,23.0,1017.0,36.0,4.0,0.0,Sem Chuva,None
Braga,UNDEFINED,154,"CM1348,CM1348,N309",2019-06-14 00:00,DARK,11.0,1013.0,87.0,2.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-30 13:00,LIGHT,23.0,1019.0,82.0,6.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-29 23:00,DARK,16.0,1020.0,100.0,5.0,0.0,Sem Chuva,None
Braga,UNDEFINED,317,"CM1348,CM1348,",2019-07-07 14:00,LIGHT,23.0,1015.0,77.0,4.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-10 00:00,DARK,18.0,1020.0,93.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,140,"CM1348,CM1348",2019-10-09 09:00,LIGHT,16.0,1022.0,67.0,5.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-31 01:00,DARK,16.0,1018.0,100.0,0.0,0.0,Sem Chuva,None
Braga,MAJOR,406,",",2019-12-29 07:00,DARK,6.0,1027.0,57.0,7.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-07-14 01:00,DARK,17.0,1016.0,93.0,0.0,0.0,Sem Chuva,None
Braga,MAJOR,1154,N205-4,2019-12-27 13:00,LIGHT,12.0,1028.0,54.0,3.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-26 04:00,DARK,12.0,1017.0,87.0,3.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"N103,N103,",2019-02-11 06:00,DARK,3.0,1029.0,100.0,1.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,151,"CM1348,CM1348,",2019-06-15 20:00,DARK,15.0,1021.0,72.0,4.0,0.0,Sem Chuva,Medium
Braga,MAJOR,14088,"N101,N101,N101,N101,N103,N101,N101,N103,N14,N201,N101,N101,N101,N101,N103,N14,N14,N103,N14,N101,N103",2019-04-30 18:00,LIGHT,20.0,1015.0,82.0,5.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-20 22:00,DARK,10.0,1017.0,93.0,1.0,0.0,Sem Chuva,None
Braga,UNDEFINED,218,"CM1348,CM1348",2019-10-24 06:00,DARK,10.0,1018.0,93.0,3.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,477,"CM1348,N103,CM1348,N205-4,CM1348",2019-09-19 13:00,LIGHT,23.0,1017.0,93.0,3.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-27 04:00,DARK,13.0,1017.0,87.0,2.0,0.0,Sem Chuva,None
Braga,MAJOR,2663,"N101,N14,N101,N101,",2019-01-26 17:00,LIGHT,12.0,1020.0,81.0,4.0,0.0,Sem Chuva,High
Braga,MAJOR,1233,"CM1348,N201,CM1348,N14,N14,CM1348",2019-07-22 11:00,LIGHT,28.0,1018.0,88.0,3.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-11-05 20:00,DARK,11.0,1019.0,82.0,4.0,0.0,Sem Chuva,None
Braga,MAJOR,5959,"N103,N309,N101,N103,N103,N103,N14,N103,N201,M589,N101,N101,N309,N103,N103,N14,N101",2019-02-12 09:00,LIGHT,10.0,1030.0,57.0,5.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,98,"CM1348,CM1348",2019-09-07 02:00,DARK,18.0,1018.0,45.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,169,"CM1348,CM1348,",2019-06-29 09:00,LIGHT,19.0,1018.0,93.0,4.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,627,"CM1348,N14,N14,CM1348,",2019-05-17 11:00,LIGHT,14.0,1018.0,63.0,7.0,0.0,Sem Chuva,Medium
Braga,MAJOR,0,"CM1348,CM1348,",2019-06-09 07:00,LIGHT,13.0,1020.0,93.0,0.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-16 05:00,DARK,13.0,1018.0,87.0,3.0,0.0,chuva fraca,None
Braga,MAJOR,5935,"N101,N101,N101,CM1348,N101,N101,N101,CM1348",2019-09-21 17:00,LIGHT,15.0,1009.0,93.0,2.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"N103,N103,",2019-02-18 05:00,DARK,9.0,1016.0,100.0,1.0,0.0,chuva fraca,Low
Braga,MODERATE,379,N101,2019-04-18 12:00,LIGHT,16.0,1012.0,72.0,4.0,0.0,Sem Chuva,None
Braga,MAJOR,2963,"N103,N103,N101,CM1348,N201,N205-4,N201,N101,CM1348,N101,CM1348,",2019-07-15 08:00,LIGHT,18.0,1016.0,100.0,1.0,0.0,Sem Chuva,High
Braga,MAJOR,2023,"N14,N101,N101,CM1348,N14,N101,CM1348,N101,CM1348,",2019-07-03 18:00,LIGHT,24.0,1012.0,70.0,4.0,0.0,Sem Chuva,High
Braga,UNDEFINED,2750,"CM1348,CM1348,",2019-07-16 09:00,LIGHT,21.0,1015.0,100.0,0.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-03 06:00,LIGHT,15.0,1018.0,100.0,1.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,1169,"N101,CM1348,N101,CM1348,N101",2019-06-21 21:00,DARK,16.0,1017.0,93.0,1.0,0.0,Sem Chuva,Medium
Braga,MAJOR,8550,"N103,N103,N14,N14,N201,N201,M589,N101,N101,N14,N201,N101,N14,N103,N14,N103,N201,N201,M589,N101,N309,N101",2019-12-10 08:00,LOW_LIGHT,7.0,1029.0,93.0,1.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,210,"CM1348,CM1348",2019-11-01 23:00,DARK,16.0,1016.0,93.0,4.0,0.0,Sem Chuva,Low
Braga,MAJOR,561,"CM1348,N103,N14,N101,CM1348",2019-07-09 11:00,LIGHT,25.0,1017.0,88.0,3.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,282,"CM1348,CM1348",2019-11-11 00:00,DARK,9.0,1021.0,100.0,2.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-02 23:00,DARK,21.0,1016.0,78.0,1.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-05-28 01:00,DARK,13.0,1016.0,82.0,4.0,0.0,Sem Chuva,Low
Braga,MAJOR,929,"N101,N101,N101",2019-04-30 20:00,DARK,15.0,1015.0,93.0,3.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-23 22:00,DARK,20.0,1018.0,100.0,2.0,0.0,Sem Chuva,None
Braga,UNDEFINED,267,"N309,N103,N103,N309",2019-02-11 12:00,LIGHT,12.0,1031.0,54.0,3.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,213,"CM1348,N103,CM1348",2019-08-21 08:00,LIGHT,22.0,1018.0,50.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,1649,"N103,",2019-12-30 20:00,DARK,8.0,1032.0,100.0,1.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-17 04:00,DARK,10.0,1017.0,100.0,1.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,267,"N101,CM1348,CM1348,",2019-05-18 12:00,LIGHT,15.0,1016.0,67.0,4.0,0.0,Sem Chuva,Medium
Braga,MAJOR,528,"CM1348,CM1348,CM1348",2019-11-16 15:00,LIGHT,10.0,1019.0,71.0,2.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,411,"CM1348,CM1348,CM1348",2019-09-01 11:00,LIGHT,24.0,1017.0,73.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,680,"CM1348,CM1348",2019-11-16 10:00,LIGHT,7.0,1019.0,87.0,2.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-14 03:00,DARK,13.0,1021.0,93.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"N103,N103,",2019-03-01 22:00,DARK,12.0,1029.0,100.0,1.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-30 02:00,DARK,15.0,1016.0,100.0,0.0,0.0,Sem Chuva,Low
Braga,MODERATE,9337,"N103,N101,N101,N101,CM1348,N14,N14,N14,N205-4,N201,N103,N14,N103,N14,N201,N101,N101,CM1348,A11,N103,N103,N14,N201,N101,CM1348,N14,N201,A11,N103,N103",2019-06-27 17:00,LIGHT,22.0,1018.0,72.0,2.0,0.0,Sem Chuva,Very_High
Braga,MAJOR,924,"CM1348,N101,N101,CM1348",2019-11-06 11:00,LIGHT,12.0,1019.0,100.0,2.0,0.0,chuva fraca,Low
Braga,MODERATE,155,"CM1348,N14,CM1348",2019-08-20 07:00,LIGHT,15.0,1019.0,93.0,2.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-11-16 02:00,DARK,4.0,1015.0,81.0,3.0,0.0,Sem Chuva,None
Braga,UNDEFINED,74,"CM1348,CM1348",2019-08-25 12:00,LIGHT,25.0,1015.0,63.0,2.0,0.0,Sem Chuva,Low
Braga,MAJOR,3868,"N14,N14,N101,N103,N14,N14,N101,N101,N101,N103,N103,",2019-02-18 17:00,LIGHT,13.0,1018.0,66.0,4.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-07-11 04:00,DARK,18.0,1013.0,100.0,0.0,0.0,Sem Chuva,None
Braga,MAJOR,408,"CM1348,N101,CM1348,CM1348",2019-08-25 19:00,DARK,19.0,1014.0,88.0,0.0,0.0,Sem Chuva,Medium
Braga,MODERATE,3276,"N14,N14,N101,N101,N14,N103,N14,N14,N101,N101,N14",2019-12-13 14:00,LIGHT,13.0,1021.0,93.0,2.0,0.0,Sem Chuva,High
Braga,MINOR,0,"CM1348,N205-4,CM1348,N205-4,CM1348",2019-05-15 02:00,DARK,14.0,1013.0,82.0,0.0,0.0,Sem Chuva,High
Braga,MAJOR,16885,"N103,N103,N103,CM1348,N14,N101,N101,CM1348,N103,N101,N101,N101,N101,N103,CM1289-1,CM1348,N103,N101,N101,N101,",2019-05-09 18:00,LIGHT,15.0,1012.0,100.0,5.0,0.0,chuva fraca,Very_High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-27 03:00,DARK,11.0,1021.0,100.0,1.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-07-05 12:00,LIGHT,22.0,1018.0,83.0,4.0,0.0,Sem Chuva,Medium
Braga,MODERATE,23097,"N14,N14,N101,N101,N205-4,N201,N201,N201,M589,N103,N101,N101,N101,N101,N101,N205-4,N103,N14,N14,N14,N103,N14,N14,N14,N14,N205-4,N205-4,N201,N201,N201,N201,N201,N201,N103,N14,N101,N101,N14,N101,N101,N103,N101,N101,N103,N101,",2019-12-13 18:00,DARK,12.0,1021.0,100.0,1.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,0,"N103,N103,",2019-03-02 09:00,LIGHT,12.0,1028.0,87.0,2.0,0.0,Sem Chuva,Low
Braga,MAJOR,715,"N14,",2019-04-23 09:00,LIGHT,9.0,998.0,81.0,2.0,0.0,aguaceiros fracos,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-26 06:00,DARK,12.0,1018.0,81.0,3.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"N103,N103,",2019-02-11 23:00,DARK,6.0,1030.0,93.0,1.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,60,"CM1348,CM1348",2019-08-31 13:00,LIGHT,25.0,1018.0,83.0,4.0,0.0,Sem Chuva,Low
Braga,MAJOR,4766,"N103,N14,M589,N101,N101,N103,N14,N101,N14",2019-04-23 08:00,LIGHT,8.0,997.0,87.0,3.0,0.0,Sem Chuva,High
Braga,UNDEFINED,850,"CM1348,N309,CM1348,N309,",2019-07-14 17:00,LIGHT,23.0,1016.0,93.0,3.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-30 20:00,DARK,18.0,1017.0,93.0,0.0,0.0,Sem Chuva,None
Braga,MODERATE,1211,"N101,N101,N14,CM1348,N101,N14,CM1348,N103,CM1348",2019-10-30 15:00,LIGHT,17.0,1020.0,100.0,3.0,0.0,Sem Chuva,High
Braga,UNDEFINED,440,"N103-2,CM1348,CM1348,",2019-06-01 12:00,LIGHT,30.0,1018.0,41.0,3.0,0.0,Sem Chuva,Medium
Braga,MODERATE,525,N101,2019-04-27 11:00,LIGHT,18.0,1028.0,67.0,4.0,0.0,Sem Chuva,None
Braga,MAJOR,3569,"N101,N101,N14,N101,N103,",2019-02-05 17:00,LIGHT,13.0,1028.0,71.0,3.0,0.0,Sem Chuva,High
Braga,MAJOR,13041,"N14,EM569,N14,N101,N101,N201,N201,EM589,M589,N14,N103,N103,N14,N103,N103,CM1348,N14,N201,N103,N103,N101,N101,N103,CM1348,",2019-06-05 08:00,LIGHT,13.0,1017.0,82.0,3.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-26 03:00,DARK,13.0,1017.0,87.0,2.0,0.0,Sem Chuva,None
Braga,UNDEFINED,276,"CM1348,CM1348,",2019-07-14 19:00,LOW_LIGHT,20.0,1016.0,93.0,2.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,316,"CM1348,CM1348,CM1348,",2019-06-18 12:00,LIGHT,18.0,1011.0,88.0,9.0,0.0,chuva fraca,Medium
Braga,UNDEFINED,1130,"CM1348,CM1348,CM1348,",2019-06-07 09:00,LIGHT,14.0,1019.0,72.0,2.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-30 21:00,DARK,18.0,1017.0,100.0,1.0,0.0,Sem Chuva,None
Braga,MAJOR,1518,"CM1348,N101,CM1348,CM1348",2019-09-09 12:00,LIGHT,20.0,1019.0,93.0,2.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-24 16:00,LIGHT,25.0,1018.0,77.0,6.0,0.0,Sem Chuva,None
Braga,MAJOR,3669,"N14,N103,N14,N201,N201,N101,CM1348,N14,N309,N201,N101,N101,CM1348,N14,N103",2019-06-25 08:00,LIGHT,19.0,1016.0,77.0,2.0,0.0,Sem Chuva,High
Braga,MAJOR,2692,"N101,N14,N101,N14",2019-04-17 15:00,LIGHT,12.0,1006.0,87.0,5.0,0.0,chuvisco e chuva fraca,Medium
Braga,MAJOR,758,"CM1348,N101,CM1348",2019-09-26 09:00,LIGHT,15.0,1021.0,88.0,1.0,0.0,Sem Chuva,Medium
Braga,MODERATE,1770,"N101,N14,N101,N101,N14,N103",2019-12-30 14:00,LIGHT,14.0,1031.0,62.0,2.0,0.0,Sem Chuva,High
Braga,UNDEFINED,1729,"N101,CM1348,N103,N101,N103,CM1348,",2019-06-01 10:00,LIGHT,29.0,1018.0,44.0,1.0,0.0,Sem Chuva,High
Braga,UNDEFINED,440,",",2019-01-26 13:00,LIGHT,15.0,1021.0,58.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,901,"N103,",2019-12-22 11:00,LIGHT,14.0,1018.0,100.0,5.0,0.0,Sem Chuva,Medium
Braga,MAJOR,10172,"A11,N103,N103,N101,N101,N101,CM1348,N14,N14,A11,N103,N14,N101,N101,N101,CM1348,N101,CM1348,N103",2019-06-06 16:00,LIGHT,13.0,1007.0,100.0,2.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-06-18 02:00,DARK,13.0,1012.0,77.0,3.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,162,"CM1348,CM1348",2019-07-25 19:00,LOW_LIGHT,19.0,1017.0,93.0,1.0,0.0,Sem Chuva,Low
Braga,MODERATE,2397,"N14,N14,N101,N101,N103,N101,N101,",2019-04-16 14:00,LIGHT,19.0,1013.0,63.0,3.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"N103,N103,",2019-02-21 03:00,DARK,10.0,1022.0,81.0,4.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-08 02:00,DARK,18.0,1016.0,42.0,3.0,0.0,Sem Chuva,Medium
Braga,MAJOR,618,"N103,N14,CM1348,CM1348",2019-07-09 15:00,LIGHT,28.0,1016.0,56.0,0.0,0.0,Sem Chuva,Low
Braga,MAJOR,1613,"N309,N309,N101,CM1348,N14,N309,N101,CM1348,",2019-06-21 19:00,LOW_LIGHT,19.0,1017.0,82.0,3.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-01 21:00,DARK,20.0,1014.0,82.0,2.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-04 05:00,DARK,16.0,1019.0,93.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-05-19 19:00,LOW_LIGHT,14.0,1015.0,71.0,4.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,203,"CM1348,CM1348",2019-09-21 03:00,DARK,16.0,1009.0,87.0,0.0,0.0,Sem Chuva,Low
Braga,MODERATE,12586,"N103,N14,N14,N14,N103,N101,N101,N101,CM1348,N101,CM1348,N14,N14,N101,N14,CM1348",2019-10-22 16:00,LIGHT,15.0,1013.0,72.0,4.0,0.0,Sem Chuva,Very_High
Braga,MAJOR,356,"N101,CM1348,CM1348,N101",2019-06-21 23:00,DARK,14.0,1017.0,100.0,0.0,0.0,Sem Chuva,Medium
Braga,MAJOR,2590,"N101,N103,CM1348,N103,N14,N101,CM1348,N101,CM1348",2019-08-28 18:00,LOW_LIGHT,21.0,1017.0,88.0,6.0,0.0,Sem Chuva,High
Braga,UNDEFINED,0,"N103,N103,",2019-02-01 02:00,DARK,10.0,996.0,87.0,3.0,0.0,chuva moderada,Low
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-05-25 16:00,LIGHT,25.0,1019.0,56.0,7.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,",",2019-12-22 07:00,DARK,13.0,1015.0,93.0,6.0,0.0,chuva fraca,None
Braga,UNDEFINED,40,"N103,A11,N103,",2019-02-21 07:00,DARK,11.0,1022.0,71.0,5.0,0.0,Sem Chuva,Medium
Braga,MAJOR,851,"CM1348,CM1348,N14,N14,N101",2019-10-07 11:00,LIGHT,22.0,1021.0,73.0,1.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,45,"N103,N103,",2019-03-02 01:00,DARK,11.0,1029.0,100.0,1.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-14 22:00,DARK,18.0,1021.0,100.0,6.0,0.0,Sem Chuva,None
Braga,MAJOR,1756,"N101,CM1348,",2019-06-23 16:00,LIGHT,19.0,1013.0,88.0,3.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,0,"CM1348,CM1348,",2019-07-08 05:00,LIGHT,17.0,1013.0,100.0,2.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-06 08:00,LIGHT,15.0,1022.0,87.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-17 12:00,LIGHT,27.0,1017.0,59.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,199,"N101,CM1348,CM1348",2019-08-23 07:00,LIGHT,20.0,1016.0,100.0,0.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-16 05:00,LOW_LIGHT,15.0,1019.0,93.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,288,"CM1348,CM1348",2019-10-05 20:00,DARK,15.0,1021.0,87.0,3.0,0.0,Sem Chuva,Low
Braga,MODERATE,1353,"N101,N101,N101,N101",2019-04-16 15:00,LIGHT,19.0,1013.0,63.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,0,"CM1348,CM1348,",2019-06-13 01:00,DARK,11.0,1013.0,87.0,3.0,0.0,Sem Chuva,Medium
Braga,MAJOR,1063,"CM1348,CM1348,EM587,CM1348",2019-09-13 21:00,DARK,26.0,1020.0,34.0,4.0,0.0,Sem Chuva,Medium
Braga,UNDEFINED,623,"N309,N309,",2019-02-15 10:00,LIGHT,13.0,1025.0,54.0,5.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-09-12 01:00,DARK,19.0,1024.0,52.0,4.0,0.0,Sem Chuva,None
Braga,MAJOR,132,",",2019-12-16 20:00,DARK,7.0,996.0,87.0,5.0,0.0,Sem Chuva,None
Braga,MAJOR,2546,"N205-4,N205-4,N201,N205-4",2019-01-28 11:00,LIGHT,13.0,1024.0,87.0,6.0,0.0,Sem Chuva,High
Braga,MAJOR,2535,"CM1348,N103,N14,CM1348,N201",2019-09-20 12:00,LIGHT,19.0,1014.0,73.0,1.0,0.0,Sem Chuva,High
Braga,MAJOR,27405,"N101,N101,N309,N14,N14,N103,N14,N103,N201,N201,N201,N101,N101,N101,N103,N101,CM1291,N14,N14,N103,N14,N14,N103,N14,N101,N101,N101,N101,N103,N14,N14,N103,N14,N103,N103,N14,N14,N201,N201,N101,N101,N101,N101,",2019-04-30 17:00,LIGHT,19.0,1016.0,77.0,5.0,0.0,Sem Chuva,Very_High
Braga,MAJOR,1541,"N101,N101,CM1348,CM1348",2019-10-22 15:00,LIGHT,16.0,1014.0,59.0,5.0,0.0,Sem Chuva,High
Braga,UNDEFINED,203,"",2019-01-31 11:00,LIGHT,14.0,1003.0,100.0,5.0,0.0,chuva leve,Low
Braga,UNDEFINED,148,"CM1348,CM1348",2019-08-30 19:00,DARK,21.0,1018.0,100.0,3.0,0.0,Sem Chuva,Low
Braga,MAJOR,116,"CM1348,CM1348,",2019-07-04 02:00,DARK,17.0,1013.0,93.0,0.0,0.0,Sem Chuva,High
Braga,MAJOR,1137,"CM1348,N101,N101,CM1348,CM1348,",2019-05-15 19:00,DARK,18.0,1015.0,87.0,5.0,0.0,Sem Chuva,High
Braga,MAJOR,2205,"N14,CM1348,N103,N103,N14,N101,N101,N14,CM1348,N14,N14,N103,N101,CM1348",2019-08-30 17:00,LIGHT,24.0,1018.0,82.0,2.0,0.0,Sem Chuva,High
Braga,MODERATE,9413,"N103,N14,N103,N101,N101,N14,CM1348,N14,N14,N14,N103,N103,N101,N101,N103,CM1348,N14,N14,N101,N103,CM1348,N14,N201,N201",2019-10-30 17:00,DARK,17.0,1021.0,100.0,2.0,0.0,Sem Chuva,Very_High
Braga,MODERATE,610,N101,2019-04-20 15:00,LIGHT,25.0,1015.0,41.0,4.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-11-08 07:00,LIGHT,7.0,1020.0,93.0,0.0,0.0,Sem Chuva,None
Braga,UNDEFINED,0,"CM1348,CM1348",2019-08-13 19:00,DARK,19.0,1020.0,72.0,5.0,0.0,Sem Chuva,None
Braga,MODERATE,11466,"EM569,N14,A11,N103,N201,N14,N14,N14,N103,N14,N101,N103,CM1290,CM1348,N14,EM569,N14,N14,N103,N103,N14,N103,N201,N101,N101,N101,N101,N101,N103,CM1348,N101,N101,N201,N103,CM1348",2019-10-11 16:00,LIGHT,19.0,1015.0,77.0,2.0,0.0,Sem Chuva,Very_High
Braga,UNDEFINED,0,"CM1348,CM1348",2019-10-14 10:00,LIGHT,14.0,1011.0,93.0,2.0,0.0,aguaceiros,None
Braga,UNDEFINED,518,"CM1348,CM1348,",2019-08-25 00:00,DARK,16.0,1017.0,100.0,1.0,0.0,Sem Chuva,Low
Braga,UNDEFINED,0,"CM1348,CM1348",2019-11-05 21:00,DARK,11.0,1020.0,87.0,1.0,0.0,Sem Chuva,None
